id,author,average_word_length,standard_deviation_of_word_length,vocabulary_richness_measures,K_vocabulary_richness,R_vocabulary_richness,C_vocabulary_richness,H_vocabulary_richness,S_vocabulary_richness,k_vocabulary_richness,LN_vocabulary_richness,entropy,average_word_length,stddev_of_word_length,total_number_of_characters,frequency_of_alpha_characters,frequency_of_uppercase_characters,frequency_of_lowercase_characters,frequency_of_special_characters,frequency_of_digital_characters,frequency_of_whitespace_character,alpha_chars_ratio,uppercase_chars_ratio,lowercase_chars_ratio,special_chars_ratio,digital_chars_ratio,whitespace_chars_ratio,total_number_of_sentences,average_number_of_words_per_sentence,frequency_of_noun,frequency_of_proper_noun,frequency_of_pronoun,frequency_of_ordinal_adjectives,frequency_of_comparative_adjectives,frequency_of_superlative_adjectives,frequency_of_adverbs,frequency_of_comparative_adverbs,frequency_of_superlative_adverbs,frequency_of_modal_auxiliary,frequency_of_base_form_verb,frequency_of_past_verb,frequency_of_present_participle_verb,frequency_of_past_participle_verb,frequency_of_particle,frequency_of_wh_words,frequency_of_conjunction,frequency_of_numerical_word,frequency_of_determiner,frequency_of_existential_there,frequency_of_existential_to,frequency_of_preposition,frequency_of_genitive_marker,frequency_of_quotation,frequency_of_comma,frequency_of_terminator,total_number_of_words,total_number_of_distinct_words
2373,Shakespeare,4.32052,0.129735,0.51422,60.0378,18.5476,0.907249,717.089,0.100149,3.30238,-0.139452,588.698,4.32052,0.129735,7077,5414,166,5248,292,114,1257,0.765013,0.0234563,0.741557,0.0412604,0.0161085,0.177618,39,180.615,330,110,128,100,2,3,66,2,0,19,65,18,14,13,4,29,54,42,109,2,22,105,9,0,139,12,1301,669
2374,Shakespeare,4.28108,0.0755547,0.501158,55.1095,18.0347,0.903599,716.627,0.101695,3.28805,-0.139542,586.957,4.28108,0.0755547,6992,5324,170,5154,305,120,1243,0.761442,0.0243135,0.737128,0.0436213,0.0171625,0.177775,37,188.216,333,115,133,104,2,4,59,2,0,23,61,21,16,11,4,23,54,44,92,2,22,106,14,0,145,10,1295,649
2375,Shakespeare,4.19088,0.0331056,0.476043,51.8622,17.1243,0.896414,716.549,0.116883,3.26173,-0.139557,585.01,4.19088,0.0331056,6869,5200,168,5032,297,132,1240,0.757024,0.0244577,0.732567,0.0432377,0.0192168,0.180521,43,158.977,347,108,125,112,2,4,59,1,0,25,67,26,13,16,1,29,50,47,80,1,23,97,17,0,129,18,1294,616
2376,Shakespeare,4.14197,0.0238988,0.477114,62.2321,17.1297,0.896671,716.162,0.099187,3.2618,-0.139633,578.917,4.14197,0.0238988,6787,5107,169,4938,298,145,1237,0.752468,0.0249005,0.727567,0.0439075,0.0213644,0.18226,32,211.5,313,98,156,107,2,1,56,3,0,30,72,39,14,12,0,28,52,48,81,2,18,105,13,0,133,11,1289,615
2377,Shakespeare,4.1467,0.0317792,0.470046,67.7323,16.9608,0.894735,717.166,0.114379,3.257,-0.139437,576.641,4.1467,0.0317792,6847,5168,162,5006,285,144,1250,0.754783,0.02366,0.731123,0.0416241,0.0210311,0.182562,32,213.438,295,97,152,108,1,7,56,4,0,43,82,35,11,17,0,30,55,43,93,1,24,102,13,0,125,10,1302,612
2378,Shakespeare,4.12004,0.0284302,0.507307,78.3862,15.7019,0.901143,686.485,0.102881,3.21126,-0.145669,556.895,4.12004,0.0284302,5010,3773,121,3652,208,108,921,0.753094,0.0241517,0.728942,0.041517,0.0215569,0.183832,21,238.238,206,76,121,72,0,7,38,3,0,38,61,25,6,8,0,18,43,31,70,2,18,85,10,0,91,3,958,486
2379,Shakespeare,4.1813,0.0357652,0.562977,87.9174,12.8871,0.908246,626.149,0.0915254,3.10015,-0.159705,521.173,4.1813,0.0357652,2770,2098,65,2033,113,56,503,0.757401,0.0234657,0.733935,0.0407942,0.0202166,0.181588,13,212.769,123,48,49,40,0,7,21,1,0,23,32,5,3,6,0,8,25,15,38,1,14,45,8,0,48,2,524,295
2380,Shakespeare,4.04623,0.0290394,0.476888,59.6865,17.1812,0.896706,716.858,0.109855,3.26348,-0.139497,580.479,4.04623,0.0290394,6704,5058,163,4895,300,97,1249,0.754475,0.0243138,0.730161,0.0447494,0.014469,0.186307,39,171.103,283,110,141,104,3,5,66,4,0,27,98,36,13,17,1,26,70,41,59,2,31,115,5,0,131,13,1298,619
2381,Shakespeare,4.0691,0.0297893,0.465062,52.4912,16.6905,0.893087,716.085,0.136895,3.24859,-0.139648,582.226,4.0691,0.0297893,6688,5032,169,4863,314,107,1235,0.752392,0.0252691,0.727123,0.0469498,0.0159988,0.184659,48,138.583,314,107,129,99,3,2,67,2,0,30,100,33,10,16,0,27,68,44,64,2,24,112,7,0,131,23,1288,599
2382,Shakespeare,4.19322,0.0226567,0.493691,53.6253,17.5798,0.901214,714.52,0.103834,3.27462,-0.139954,586.746,4.19322,0.0226567,6775,5124,170,4954,314,111,1226,0.75631,0.0250923,0.731218,0.0463469,0.0163838,0.180959,49,137.531,316,115,123,94,2,1,56,2,0,25,82,34,13,16,0,24,64,43,75,3,23,112,9,0,150,24,1268,626
2383,Shakespeare,4.18463,0.0614961,0.495246,62.4119,17.5934,0.901589,714.045,0.1152,3.27492,-0.140047,582.568,4.18463,0.0614961,6741,5098,170,4928,316,105,1222,0.756268,0.0252188,0.731049,0.0468773,0.0155763,0.181279,49,136.776,313,126,135,81,2,2,59,3,0,24,66,24,15,14,0,28,61,40,82,4,15,111,9,0,157,24,1262,625
2384,Shakespeare,4.1205,0.0313434,0.499218,63.7244,17.8466,0.902879,715.305,0.100313,3.28244,-0.1398,583.135,4.1205,0.0313434,6723,5073,163,4910,310,105,1235,0.754574,0.0242451,0.730329,0.0461104,0.015618,0.183698,42,159.238,313,126,137,94,3,2,53,3,0,22,59,29,16,13,1,27,53,39,88,4,17,115,11,0,147,16,1278,638
2385,Shakespeare,4.00388,0.000108293,0.484071,62.8966,17.366,0.898671,716.007,0.102729,3.26872,-0.139663,579.523,4.00388,0.000108293,6599,4952,168,4784,312,102,1233,0.750417,0.0254584,0.724958,0.0472799,0.0154569,0.186846,41,160.171,315,120,147,100,2,1,59,2,0,22,71,29,14,13,1,24,54,39,87,1,20,106,16,0,139,14,1287,623
2386,Shakespeare,3.99154,0.0556831,0.473482,60.3686,17.0782,0.895739,717.089,0.112013,3.26048,-0.139452,578.077,3.99154,0.0556831,6635,4984,168,4816,300,108,1243,0.751168,0.0253203,0.725848,0.0452148,0.0162773,0.18734,40,165.2,314,107,141,112,2,0,58,2,0,28,79,37,12,14,1,19,61,41,92,0,24,109,17,0,121,17,1301,616
2387,Shakespeare,4.02866,0.0826969,0.480248,60.3355,17.2555,0.897608,716.317,0.108065,3.26555,-0.139603,580.24,4.02866,0.0826969,6643,4999,171,4828,303,108,1233,0.752521,0.0257414,0.72678,0.0456119,0.0162577,0.185609,49,134.857,302,105,144,111,0,0,64,2,0,29,81,34,10,16,0,17,68,43,87,0,26,107,15,0,127,26,1291,620
2388,Shakespeare,4.14729,0.0876277,0.489147,60.1286,17.5685,0.90016,716.24,0.0903328,3.27466,-0.139618,583.406,4.14729,0.0876277,6793,5143,163,4980,306,111,1233,0.757103,0.0239953,0.733108,0.0450464,0.0163404,0.18151,46,146.913,324,101,132,115,0,3,67,3,0,25,65,33,14,13,1,16,68,43,89,0,26,105,14,0,133,24,1290,631
2389,Shakespeare,4.0777,0.0257089,0.480963,62.1842,17.2545,0.897771,716.007,0.088853,3.26545,-0.139663,579.572,4.0777,0.0257089,6683,5029,158,4871,324,108,1222,0.752506,0.0236421,0.728864,0.0484812,0.0161604,0.182852,51,130.275,315,108,161,96,1,4,67,3,0,30,69,28,12,11,2,17,51,41,82,0,27,98,16,0,132,22,1287,619
2390,Shakespeare,4.19736,0.00550131,0.504274,54.9877,18.0907,0.904381,716.007,0.0970724,3.28949,-0.139663,587.45,4.19736,0.00550131,6838,5180,170,5010,327,108,1223,0.757531,0.0248611,0.73267,0.047821,0.0157941,0.178853,48,141.771,337,125,147,92,2,4,61,3,0,31,72,23,16,7,2,18,42,36,81,0,24,102,17,0,137,19,1287,649
2391,Shakespeare,4.18203,0.00506616,0.502711,54.6835,18.0627,0.903989,716.317,0.106317,3.28877,-0.139603,587.949,4.18203,0.00506616,6838,5172,178,4994,325,111,1230,0.756361,0.026031,0.730331,0.0475285,0.0162328,0.179877,49,138.98,314,125,147,91,3,2,53,3,0,29,87,18,14,10,1,21,39,38,92,1,25,122,13,0,127,19,1291,649
2392,Shakespeare,4.36746,0.100402,0.530176,56.6216,19.1818,0.911586,717.702,0.103746,3.31956,-0.139333,595.852,4.36746,0.100402,7157,5481,187,5294,310,117,1249,0.765824,0.0261283,0.739695,0.0433142,0.0163476,0.174514,41,174.024,355,123,101,109,4,3,44,2,0,20,85,16,12,11,0,20,53,41,101,1,21,143,14,0,123,14,1309,694
2393,Shakespeare,4.32829,0.155991,0.525719,59.8049,19.1148,0.910533,718.69,0.0992806,3.31798,-0.139142,594.642,4.32829,0.155991,7162,5486,186,5300,294,120,1262,0.765987,0.0259704,0.740017,0.04105,0.0167551,0.176208,39,183.077,334,127,97,101,5,4,54,3,0,18,84,20,8,15,0,21,51,44,111,2,24,145,16,0,115,6,1322,695
2394,Shakespeare,4.34015,0.0368865,0.516667,61.8113,18.7714,0.908097,718.539,0.0953079,3.30876,-0.139171,591.046,4.34015,0.0368865,7177,5507,183,5324,282,120,1268,0.767312,0.0254981,0.741814,0.0392922,0.0167201,0.176675,38,188.158,346,130,97,97,5,3,61,2,0,17,69,23,7,11,0,22,54,44,109,2,20,140,14,0,118,7,1320,682
2395,Shakespeare,4.3318,0.00918485,0.512644,60.5276,18.5191,0.906861,717.396,0.107623,3.30166,-0.139393,589.174,4.3318,0.00918485,7109,5448,176,5272,286,114,1261,0.766353,0.0247573,0.741595,0.0402307,0.016036,0.177381,34,208.294,315,124,122,91,4,1,72,4,0,17,64,21,14,13,3,26,49,42,113,3,20,117,9,0,136,6,1305,669
2396,Shakespeare,4.32052,0.129735,0.51422,60.0378,18.5476,0.907249,717.089,0.100149,3.30238,-0.139452,588.698,4.32052,0.129735,7077,5414,166,5248,292,114,1257,0.765013,0.0234563,0.741557,0.0412604,0.0161085,0.177618,39,180.615,330,110,128,100,2,3,66,2,0,19,65,18,14,13,4,29,54,42,109,2,22,105,9,0,139,12,1301,669
2397,Shakespeare,4.28108,0.0755547,0.501158,55.1095,18.0347,0.903599,716.627,0.101695,3.28805,-0.139542,586.957,4.28108,0.0755547,6992,5324,170,5154,305,120,1243,0.761442,0.0243135,0.737128,0.0436213,0.0171625,0.177775,37,188.216,333,115,133,104,2,4,59,2,0,23,61,21,16,11,4,23,54,44,92,2,22,106,14,0,145,10,1295,649
2398,Shakespeare,4.19088,0.0331056,0.476043,51.8622,17.1243,0.896414,716.549,0.116883,3.26173,-0.139557,585.01,4.19088,0.0331056,6869,5200,168,5032,297,132,1240,0.757024,0.0244577,0.732567,0.0432377,0.0192168,0.180521,43,158.977,347,108,125,112,2,4,59,1,0,25,67,26,13,16,1,29,50,47,80,1,23,97,17,0,129,18,1294,616
2399,Shakespeare,4.14197,0.0238988,0.477114,62.2321,17.1297,0.896671,716.162,0.099187,3.2618,-0.139633,578.917,4.14197,0.0238988,6787,5107,169,4938,298,145,1237,0.752468,0.0249005,0.727567,0.0439075,0.0213644,0.18226,32,211.5,313,98,156,107,2,1,56,3,0,30,72,39,14,12,0,28,52,48,81,2,18,105,13,0,133,11,1289,615
2400,Shakespeare,4.1467,0.0317792,0.470046,67.7323,16.9608,0.894735,717.166,0.114379,3.257,-0.139437,576.641,4.1467,0.0317792,6847,5168,162,5006,285,144,1250,0.754783,0.02366,0.731123,0.0416241,0.0210311,0.182562,32,213.438,295,97,152,108,1,7,56,4,0,43,82,35,11,17,0,30,55,43,93,1,24,102,13,0,125,10,1302,612
2401,Shakespeare,4.12004,0.0284302,0.507307,78.3862,15.7019,0.901143,686.485,0.102881,3.21126,-0.145669,556.895,4.12004,0.0284302,5010,3773,121,3652,208,108,921,0.753094,0.0241517,0.728942,0.041517,0.0215569,0.183832,21,238.238,206,76,121,72,0,7,38,3,0,38,61,25,6,8,0,18,43,31,70,2,18,85,10,0,91,3,958,486
2402,Shakespeare,4.1813,0.0357652,0.562977,87.9174,12.8871,0.908246,626.149,0.0915254,3.10015,-0.159705,521.173,4.1813,0.0357652,2770,2098,65,2033,113,56,503,0.757401,0.0234657,0.733935,0.0407942,0.0202166,0.181588,13,212.769,123,48,49,40,0,7,21,1,0,23,32,5,3,6,0,8,25,15,38,1,14,45,8,0,48,2,524,295
2403,Shakespeare,4.25,0.0799503,0.840909,46.4876,7.88843,0.9613,447.734,0.0810811,2.87124,-0.223306,423.301,4.25,0.0799503,471,358,12,346,16,12,85,0.760085,0.0254777,0.734607,0.0339703,0.0254777,0.180467,3,156.667,25,9,8,4,0,0,6,0,0,3,6,0,0,1,0,2,3,4,4,1,2,6,2,0,6,1,88,74
2404,Shakespeare,4.36746,0.100402,0.530176,56.6216,19.1818,0.911586,717.702,0.103746,3.31956,-0.139333,595.852,4.36746,0.100402,7157,5481,187,5294,310,117,1249,0.765824,0.0261283,0.739695,0.0433142,0.0163476,0.174514,41,174.024,355,123,101,109,4,3,44,2,0,20,85,16,12,11,0,20,53,41,101,1,21,143,14,0,123,14,1309,694
2405,Shakespeare,4.32829,0.155991,0.525719,59.8049,19.1148,0.910533,718.69,0.0992806,3.31798,-0.139142,594.642,4.32829,0.155991,7162,5486,186,5300,294,120,1262,0.765987,0.0259704,0.740017,0.04105,0.0167551,0.176208,39,183.077,334,127,97,101,5,4,54,3,0,18,84,20,8,15,0,21,51,44,111,2,24,145,16,0,115,6,1322,695
2406,Shakespeare,4.34015,0.0368865,0.516667,61.8113,18.7714,0.908097,718.539,0.0953079,3.30876,-0.139171,591.046,4.34015,0.0368865,7177,5507,183,5324,282,120,1268,0.767312,0.0254981,0.741814,0.0392922,0.0167201,0.176675,38,188.158,346,130,97,97,5,3,61,2,0,17,69,23,7,11,0,22,54,44,109,2,20,140,14,0,118,7,1320,682
2407,Shakespeare,4.3318,0.00918485,0.512644,60.5276,18.5191,0.906861,717.396,0.107623,3.30166,-0.139393,589.174,4.3318,0.00918485,7109,5448,176,5272,286,114,1261,0.766353,0.0247573,0.741595,0.0402307,0.016036,0.177381,34,208.294,315,124,122,91,4,1,72,4,0,17,64,21,14,13,3,26,49,42,113,3,20,117,9,0,136,6,1305,669
2408,Shakespeare,4.32052,0.129735,0.51422,60.0378,18.5476,0.907249,717.089,0.100149,3.30238,-0.139452,588.698,4.32052,0.129735,7077,5414,166,5248,292,114,1257,0.765013,0.0234563,0.741557,0.0412604,0.0161085,0.177618,39,180.615,330,110,128,100,2,3,66,2,0,19,65,18,14,13,4,29,54,42,109,2,22,105,9,0,139,12,1301,669
2409,Shakespeare,4.28108,0.0755547,0.501158,55.1095,18.0347,0.903599,716.627,0.101695,3.28805,-0.139542,586.957,4.28108,0.0755547,6992,5324,170,5154,305,120,1243,0.761442,0.0243135,0.737128,0.0436213,0.0171625,0.177775,37,188.216,333,115,133,104,2,4,59,2,0,23,61,21,16,11,4,23,54,44,92,2,22,106,14,0,145,10,1295,649
2410,Shakespeare,4.19088,0.0331056,0.476043,51.8622,17.1243,0.896414,716.549,0.116883,3.26173,-0.139557,585.01,4.19088,0.0331056,6869,5200,168,5032,297,132,1240,0.757024,0.0244577,0.732567,0.0432377,0.0192168,0.180521,43,158.977,347,108,125,112,2,4,59,1,0,25,67,26,13,16,1,29,50,47,80,1,23,97,17,0,129,18,1294,616
2411,Shakespeare,4.14197,0.0238988,0.477114,62.2321,17.1297,0.896671,716.162,0.099187,3.2618,-0.139633,578.917,4.14197,0.0238988,6787,5107,169,4938,298,145,1237,0.752468,0.0249005,0.727567,0.0439075,0.0213644,0.18226,32,211.5,313,98,156,107,2,1,56,3,0,30,72,39,14,12,0,28,52,48,81,2,18,105,13,0,133,11,1289,615
2412,Shakespeare,4.1467,0.0317792,0.470046,67.7323,16.9608,0.894735,717.166,0.114379,3.257,-0.139437,576.641,4.1467,0.0317792,6847,5168,162,5006,285,144,1250,0.754783,0.02366,0.731123,0.0416241,0.0210311,0.182562,32,213.438,295,97,152,108,1,7,56,4,0,43,82,35,11,17,0,30,55,43,93,1,24,102,13,0,125,10,1302,612
2413,Shakespeare,4.12004,0.0284302,0.507307,78.3862,15.7019,0.901143,686.485,0.102881,3.21126,-0.145669,556.895,4.12004,0.0284302,5010,3773,121,3652,208,108,921,0.753094,0.0241517,0.728942,0.041517,0.0215569,0.183832,21,238.238,206,76,121,72,0,7,38,3,0,38,61,25,6,8,0,18,43,31,70,2,18,85,10,0,91,3,958,486
2414,Shakespeare,4.1813,0.0357652,0.562977,87.9174,12.8871,0.908246,626.149,0.0915254,3.10015,-0.159705,521.173,4.1813,0.0357652,2770,2098,65,2033,113,56,503,0.757401,0.0234657,0.733935,0.0407942,0.0202166,0.181588,13,212.769,123,48,49,40,0,7,21,1,0,23,32,5,3,6,0,8,25,15,38,1,14,45,8,0,48,2,524,295
2415,Shakespeare,4.25,0.0799503,0.840909,46.4876,7.88843,0.9613,447.734,0.0810811,2.87124,-0.223306,423.301,4.25,0.0799503,471,358,12,346,16,12,85,0.760085,0.0254777,0.734607,0.0339703,0.0254777,0.180467,3,156.667,25,9,8,4,0,0,6,0,0,3,6,0,0,1,0,2,3,4,4,1,2,6,2,0,6,1,88,74
2416,Shakespeare,3.86486,0.0439856,0.219219,363.922,5.65738,0.766557,650.129,0.116438,2.66218,-0.153808,392.882,3.86486,0.0439856,4070,2259,334,1925,1105,44,662,0.555037,0.0820639,0.472973,0.271499,0.0108108,0.162654,1,4070,295,349,4,141,0,0,16,0,0,0,2,3,0,1,0,0,0,0,55,0,1,24,5,0,14,1,666,146
2417,Shakespeare,3.93381,0.0783749,0.260432,323.13,6.86572,0.794402,654.391,0.143646,2.76731,-0.152809,418.707,3.93381,0.0783749,4230,2438,383,2055,1063,38,691,0.576359,0.0905437,0.485816,0.2513,0.00898345,0.163357,1,4230,290,363,12,140,0,0,14,0,0,2,9,1,3,1,0,1,4,0,49,0,6,27,4,0,31,0,695,181
2418,Shakespeare,4.09553,0.0728686,0.367594,265.057,10.5711,0.851026,671.78,0.128289,3.00144,-0.148857,477.529,4.09553,0.0728686,4883,3152,387,2765,886,22,823,0.645505,0.0792546,0.56625,0.181446,0.00450543,0.168544,6,813,297,308,51,142,1,1,24,0,0,10,29,7,4,11,1,6,10,1,41,1,12,53,4,1,46,1,827,304
2419,Shakespeare,4.05104,0.0698588,0.37007,316.563,10.8652,0.852933,675.926,0.137931,3.01698,-0.147944,471.238,4.05104,0.0698588,4988,3256,336,2920,860,14,858,0.652767,0.0673617,0.585405,0.172414,0.00280674,0.172013,6,830.5,297,238,64,167,1,1,27,1,0,15,40,8,4,13,1,8,15,3,37,2,14,63,3,0,49,2,862,319
2420,Shakespeare,4.12198,0.0297848,0.337169,635.6,9.93934,0.83935,676.734,0.105802,2.97063,-0.147767,429.49,4.12198,0.0297848,5074,3258,256,3002,953,2,861,0.642097,0.0504533,0.591644,0.18782,0.000394166,0.169689,7,724.143,255,153,64,276,1,1,27,1,0,18,42,8,1,14,1,8,12,4,31,2,11,57,4,0,37,2,869,293
2421,Shakespeare,3.95658,0.0367531,0.286601,1174.2,8.13663,0.813262,669.208,0.155844,2.86304,-0.149427,369.34,3.95658,0.0367531,4676,2797,224,2573,1084,2,793,0.598161,0.0479042,0.550257,0.231822,0.000427716,0.169589,6,778.667,227,155,52,329,1,1,23,1,0,14,27,7,0,7,0,4,8,4,28,2,12,35,5,0,42,2,806,231
2422,Shakespeare,4.00743,0.175638,0.236386,1670.49,6.71936,0.784558,669.456,0.125654,2.76247,-0.149371,330.008,4.00743,0.175638,4722,2801,181,2620,1129,0,792,0.593181,0.0383312,0.55485,0.239094,0,0.167726,7,673.857,188,121,58,386,1,2,24,0,0,15,35,6,1,5,0,3,9,3,22,2,13,25,5,1,37,3,808,191
2423,Shakespeare,3.88983,0.10055,0.244552,1249.2,7.02848,0.790321,671.659,0.113861,2.7871,-0.148881,355.932,3.88983,0.10055,4696,2817,175,2642,1070,0,809,0.599872,0.0372658,0.562606,0.227853,0,0.172274,10,468.8,206,126,70,347,2,2,30,0,0,17,38,7,2,3,0,3,11,3,24,2,16,30,5,0,40,7,826,202
2424,Shakespeare,3.89639,0.038307,0.245783,1275.4,7.08094,0.791219,672.143,0.0735294,2.79122,-0.148774,354.166,3.89639,0.038307,4713,2826,186,2640,1078,0,809,0.599618,0.0394653,0.560153,0.228729,0,0.171653,9,522.889,217,117,60,362,4,1,20,1,0,17,42,10,2,1,1,5,16,6,24,1,10,28,5,1,27,7,830,204
2425,Shakespeare,3.90385,0.0380023,0.241587,1382.99,6.96842,0.788732,672.383,0.0895522,2.78293,-0.148721,346.75,3.90385,0.0380023,4725,2830,159,2671,1086,0,809,0.598942,0.0336508,0.565291,0.229841,0,0.171217,9,524.222,224,101,54,376,4,0,20,1,1,13,36,12,1,4,1,4,14,6,24,0,8,33,5,0,23,8,832,201
2426,Shakespeare,3.92566,0.0372014,0.261391,1312.59,7.54872,0.800522,672.623,0.12844,2.825,-0.148668,356.391,3.92566,0.0372014,4752,2859,166,2693,1081,0,812,0.601641,0.0349327,0.566709,0.227483,0,0.170875,9,527.111,235,88,51,379,4,0,16,1,1,9,36,15,2,4,1,7,16,7,24,0,7,31,5,0,19,11,834,218
2427,Shakespeare,4.03049,0.00106468,0.263415,1571.68,7.54305,0.801168,670.93,0.152778,2.8239,-0.149044,346.342,4.03049,0.00106468,4792,2875,144,2731,1110,0,807,0.599958,0.0300501,0.569908,0.231636,0,0.168406,7,683.857,216,95,48,391,2,0,20,0,1,6,35,11,4,3,0,6,11,5,21,0,10,31,5,0,18,11,820,216
2428,Shakespeare,4.08466,0.0320629,0.274847,1439.15,7.84638,0.807324,670.319,0.138393,2.84437,-0.14918,357.256,4.08466,0.0320629,4817,2911,152,2759,1103,0,803,0.604318,0.0315549,0.572763,0.228981,0,0.166701,10,480.9,222,104,43,377,2,0,20,0,0,7,33,7,8,1,0,7,17,4,24,0,10,25,4,0,29,12,815,224
2429,Shakespeare,4.06731,0.10634,0.290865,1109.09,8.38984,0.816341,672.383,0.119835,2.88034,-0.148722,382.483,4.06731,0.10634,4870,2987,141,2846,1065,0,818,0.613347,0.0289528,0.584394,0.218686,0,0.167967,12,405,235,112,44,359,1,0,23,0,0,7,34,6,6,2,0,8,20,3,26,0,10,36,3,0,35,15,832,242
2430,Shakespeare,4.13011,0.0306215,0.239157,1640.69,6.79392,0.78626,669.332,0.129534,2.76822,-0.149399,334.922,4.13011,0.0306215,4820,2898,147,2751,1128,0,794,0.601245,0.0304979,0.570747,0.234025,0,0.16473,13,369.846,217,79,38,411,0,1,15,0,0,6,26,4,5,2,0,10,19,1,19,0,6,32,1,0,31,20,807,193
2431,Shakespeare,4.07344,0.107526,0.261934,1391.9,7.48691,0.800218,670.564,0.135514,2.81982,-0.149125,353.479,4.07344,0.107526,4816,2918,146,2772,1093,0,805,0.605897,0.0303156,0.575581,0.226952,0,0.167151,12,400.417,236,76,50,389,1,2,16,0,0,7,31,8,2,1,0,12,13,1,18,0,7,35,3,0,40,21,817,214
2432,Shakespeare,4.0445,0.0718808,0.258344,1595,7.34805,0.797864,669.58,0.062201,2.80957,-0.149344,337.491,4.0445,0.0718808,4759,2853,170,2683,1110,0,796,0.599496,0.0357218,0.563774,0.233242,0,0.167262,9,528,211,114,62,382,1,2,11,0,0,8,33,5,4,1,1,12,10,1,18,1,10,24,5,0,36,14,809,209
2433,Shakespeare,3.89791,0.0646431,0.332947,654.093,9.77526,0.837294,675.926,0.111498,2.96166,-0.147943,425.115,3.89791,0.0646431,4839,3032,169,2863,966,0,841,0.626576,0.0349246,0.591651,0.199628,0,0.173796,10,483.1,254,138,75,292,1,1,22,0,0,15,43,7,3,3,1,10,22,2,32,4,12,35,5,0,67,11,862,287
2434,Shakespeare,3.93285,0.101556,0.31295,855.69,9.03769,0.827286,672.623,0.091954,2.91945,-0.148669,400.846,3.93285,0.101556,4762,2919,193,2726,1027,0,816,0.612978,0.0405292,0.572449,0.215666,0,0.171357,8,594.5,236,154,65,317,1,0,20,0,0,13,34,6,2,4,2,10,19,2,27,4,10,28,4,0,49,10,834,261
2435,Shakespeare,4.04167,0.0335484,0.301471,1005.62,8.61172,0.82115,670.441,0.138211,2.89333,-0.149153,386.552,4.04167,0.0335484,4780,2917,184,2733,1065,0,798,0.610251,0.0384937,0.571757,0.222803,0,0.166946,12,397.5,232,127,44,343,2,1,23,0,0,12,27,7,3,7,1,7,17,1,29,3,4,29,4,1,50,14,816,246
2436,Shakespeare,4.20828,0.0794263,0.235446,1933.96,6.54608,0.782525,665.028,0.142857,2.74667,-0.150365,310.312,4.20828,0.0794263,4741,2798,178,2620,1182,0,761,0.590171,0.0375448,0.552626,0.249314,0,0.160515,12,394.25,199,114,31,410,2,2,14,0,1,8,20,4,3,8,1,6,7,0,17,0,4,20,5,0,26,15,773,182
2437,Shakespeare,4.16273,0.0762263,0.253416,1581.36,7.19006,0.794836,669.084,0.147059,2.79792,-0.149454,338.583,4.16273,0.0762263,4837,2925,144,2781,1121,0,791,0.604714,0.0297705,0.574943,0.231755,0,0.163531,11,438.909,212,86,37,395,1,4,18,0,1,10,20,5,5,11,0,5,13,1,27,0,4,31,4,0,39,12,805,204
2438,Shakespeare,4.07482,0.0318837,0.281473,1025.07,8.16756,0.811793,673.578,0.160338,2.86671,-0.148458,381.515,4.07482,0.0318837,4916,3046,132,2914,1043,0,827,0.619609,0.0268511,0.592758,0.212164,0,0.168226,6,818.5,244,84,46,353,1,4,25,0,1,9,28,10,2,8,0,7,20,2,33,0,9,43,3,0,46,6,842,237
2439,Shakespeare,4.02804,0.033221,0.297897,815.273,8.71572,0.820652,675.227,0.105882,2.90137,-0.148096,400.955,4.02804,0.033221,4933,3094,127,2967,998,0,841,0.627205,0.025745,0.60146,0.202311,0,0.170484,9,547.222,270,76,41,326,3,4,26,0,0,8,30,10,7,6,0,6,23,2,45,0,8,46,2,1,45,12,856,255
2440,Shakespeare,4.0282,0.0352463,0.306698,833.526,8.94697,0.824812,674.641,0.118774,2.91487,-0.148225,402.154,4.0282,0.0352463,4914,3069,138,2931,1008,0,837,0.624542,0.028083,0.596459,0.205128,0,0.17033,9,545.111,270,85,45,326,3,3,19,1,0,8,37,6,7,2,0,8,21,2,37,0,9,47,3,1,41,12,851,261
2441,Shakespeare,4.02878,0.104878,0.268585,1246.17,7.75649,0.804558,672.623,0.120536,2.83925,-0.148669,364.571,4.02878,0.104878,4849,2962,133,2829,1064,0,823,0.610848,0.0274283,0.583419,0.219427,0,0.169726,4,1211.5,219,108,47,363,0,0,22,0,0,15,43,5,4,5,2,8,20,4,23,0,12,40,1,0,38,6,834,224
2442,Shakespeare,4.08447,0.108713,0.249689,1623.27,7.08432,0.792621,669.084,0.119403,2.79013,-0.149454,335.499,4.08447,0.108713,4780,2856,164,2692,1127,0,797,0.59749,0.0343096,0.56318,0.235774,0,0.166736,9,530.222,205,122,44,392,0,0,15,0,1,11,28,4,2,4,2,5,16,4,23,0,8,31,1,0,29,10,805,201
2443,Shakespeare,4.04428,0.0335185,0.237392,1548.03,6.76881,0.78539,670.073,0.119171,2.76661,-0.149233,337.329,4.04428,0.0335185,4778,2863,169,2694,1112,0,803,0.599205,0.0353704,0.563834,0.232733,0,0.168062,13,366.692,200,120,49,381,1,0,20,0,1,12,29,3,2,3,0,8,14,4,28,1,11,24,0,1,32,11,813,193
