id,author,average_word_length,standard_deviation_of_word_length,vocabulary_richness_measures,K_vocabulary_richness,R_vocabulary_richness,C_vocabulary_richness,H_vocabulary_richness,S_vocabulary_richness,k_vocabulary_richness,LN_vocabulary_richness,entropy,average_word_length,stddev_of_word_length,total_number_of_characters,frequency_of_alpha_characters,frequency_of_uppercase_characters,frequency_of_lowercase_characters,frequency_of_special_characters,frequency_of_digital_characters,frequency_of_whitespace_character,alpha_chars_ratio,uppercase_chars_ratio,lowercase_chars_ratio,special_chars_ratio,digital_chars_ratio,whitespace_chars_ratio,total_number_of_sentences,average_number_of_words_per_sentence,frequency_of_noun,frequency_of_proper_noun,frequency_of_pronoun,frequency_of_ordinal_adjectives,frequency_of_comparative_adjectives,frequency_of_superlative_adjectives,frequency_of_adverbs,frequency_of_comparative_adverbs,frequency_of_superlative_adverbs,frequency_of_modal_auxiliary,frequency_of_base_form_verb,frequency_of_past_verb,frequency_of_present_participle_verb,frequency_of_past_participle_verb,frequency_of_particle,frequency_of_wh_words,frequency_of_conjunction,frequency_of_numerical_word,frequency_of_determiner,frequency_of_existential_there,frequency_of_existential_to,frequency_of_preposition,frequency_of_genitive_marker,frequency_of_quotation,frequency_of_comma,frequency_of_terminator,total_number_of_words,total_number_of_distinct_words
936,Aristotle,8.490364,0.122289,3.919627,0.477297,6.292423,8.799313,9.931772,7.511596,9.294575,10.068736,8.768855,8.490364,0.122289,8.554927,8.290979,0.409302,8.332079,1.599026,0,9.481166,9.691459,0.301478,9.73951,0.993332,0,9.457186,1.805556,0.644298,6.624365,0.757576,4.086538,1.422846,2.631579,3.684211,6.934307,3.846154,0,7.586207,8.203125,0.650407,4.893617,5.692308,6.111111,2.5,4.466667,0.689655,8.211009,3.076923,5.194805,7.543103,2.222222,0,4.042553,0,9.517388,6.359712
937,Aristotle,8.682501,4.371469,4.479581,0.381544,7.161789,8.990596,9.920407,7.395344,9.491258,10.080265,9.048891,8.682501,4.371469,8.654795,8.400951,0.455814,8.435948,1.74513,0,9.4172,9.7067,0.331863,9.747142,1.071583,0,9.285001,2.152778,0.546404,7.081218,0.878788,3.509615,1.442886,3.157895,3.684211,6.642336,4.615385,0,5.689655,7.890625,0.487805,5.106383,5.692308,5,2.5,4.333333,0.747126,7.568807,3.076923,4.675325,8.189655,2.222222,0,4.255319,0,9.439319,7.208633
938,Aristotle,8.790337,0.436022,4.787759,0.352322,7.57932,9.0832,9.893182,6.873941,9.576028,10.107963,9.167327,8.790337,0.436022,8.60065,8.310299,1.572093,8.16348,2.11039,0,9.211087,9.66241,1.151794,9.491707,1.304024,0,9.138927,2.152778,0.54305,8.22335,1.393939,2.596154,1.342685,3.157895,1.052632,4.817518,2.307692,0,4.137931,6.5625,0.487805,4.042553,5.230769,3.888889,1.5,4.733333,1.206897,7.385321,1.538462,4.155844,8.017241,3.703704,0,4.346505,0,9.254791,7.553957
939,Aristotle,9.022589,0.297978,4.740192,0.367001,7.469424,9.066993,9.880438,5.69939,9.552893,10.121014,9.103905,9.022589,0.297978,8.717363,8.402437,1.739535,8.229715,2.483766,0,9.132907,9.638733,1.257406,9.440599,1.514188,0,8.940078,2.430556,0.487201,8.857868,1.863636,1.923077,1.503006,2.631579,1.052632,3.357664,2.307692,0,2.758621,5.859375,0.487805,2.765957,4,2.222222,1.5,4.733333,1.781609,7.614679,0.769231,2.857143,7.931034,2.962963,0,4.528875,0,9.169624,7.410072
940,Aristotle,9.005643,3.025754,4.69907,0.415845,7.364377,9.052283,9.865405,6.765051,9.530269,10.136458,8.962192,9.005643,3.025754,8.629527,8.267202,2.586047,7.955743,2.73539,0,9.040512,9.580127,1.888328,9.219206,1.684561,0,8.939675,2.291667,0.511641,8.604061,2.166667,1.634615,1.703407,1.052632,1.578947,2.919708,1.538462,3.333333,1.206897,5.234375,0.487805,2.12766,3.692308,2.222222,1.333333,4.6,2.413793,8.119266,0,4.025974,6.637931,2.592593,0,4.620061,0,9.070263,7.266187
941,Aristotle,8.938084,1.586862,4.742106,0.381402,7.492675,9.068584,9.887886,6.502377,9.558104,10.113401,9.056863,8.938084,1.586862,8.699314,8.362312,1.981395,8.149932,2.467532,0,9.232409,9.61261,1.435205,9.368474,1.507412,0,9.056212,2.152778,0.549227,7.944162,1.80303,2.740385,1.503006,0.526316,1.578947,4.087591,0.769231,3.333333,2.586207,5.9375,0.650407,2.553191,4.461538,1.666667,3.5,4.6,1.781609,7.889908,0.769231,5.324675,6.982759,1.111111,0,4.042553,0,9.219304,7.453237
942,Aristotle,8.773391,0.214079,4.693932,0.437827,7.490382,9.057485,9.915221,6.992215,9.559399,10.085558,8.96632,8.773391,0.214079,8.70533,8.435132,1.674419,8.27337,1.915584,0,9.402985,9.689619,1.212012,9.503805,1.169419,0,9.217156,1.805556,0.655757,7.106599,1.257576,3.894231,1.563126,2.631579,1.052632,5.620438,1.538462,3.333333,3.275862,5.78125,0.731707,3.404255,4.615385,0.555556,4,4.4,1.264368,8.119266,2.307692,5.714286,7.758621,1.481481,0,3.43465,0,9.403833,7.52518
943,Aristotle,8.809168,0.870472,4.158191,0.558714,6.690352,8.885603,9.937937,7.04909,9.388594,10.062501,8.675309,8.809168,0.870472,8.848514,8.647645,0.837209,8.624116,1.542208,0,9.559346,9.772988,0.596197,9.746404,0.926248,0,9.218819,1.666667,0.722222,6.928934,0.969697,4.182692,1.503006,5.263158,0.526316,5.839416,3.076923,0,4.827586,5.390625,0.97561,2.978723,5.538462,0.555556,5.333333,4.866667,0.574713,8.119266,2.307692,4.545455,8.922414,1.111111,0,3.25228,0,9.559972,6.776978
944,Aristotle,9.006008,0.358336,4.106675,0.660425,6.641712,8.869801,9.952184,8.087853,9.378532,10.048072,8.619926,9.006008,0.358336,9.077127,8.95081,0.288372,9.020021,1.323052,0,9.651741,9.860841,0.200186,9.937095,0.774611,0,9.073501,1.527778,0.808404,7.005076,0.742424,3.557692,1.623246,6.315789,1.052632,5.912409,3.846154,0,3.793103,5.859375,0.813008,4.042553,6.307692,1.111111,6.666667,4.666667,0.632184,9.174312,1.538462,3.766234,9.008621,0.740741,0,3.525836,0,9.659333,6.76259
945,Aristotle,9.20376,0.993791,4.2333,0.639892,6.828869,8.912514,9.945081,8.685137,9.420375,10.05525,8.692226,9.20376,0.993791,9.198652,9.087532,0.353488,9.147975,1.452922,0,9.60199,9.879195,0.242147,9.944914,0.839407,0,8.907466,1.736111,0.720662,7.182741,0.80303,3.461538,1.543086,6.315789,1.052632,5.182482,3.076923,0,2.758621,6.484375,1.056911,3.404255,6.461538,2.222222,6.833333,5.2,0.517241,8.807339,0,4.675325,8.577586,0.740741,0,3.981763,0,9.609652,6.935252
946,Aristotle,9.125195,0.324567,4.228817,0.598825,6.80395,8.909914,9.937937,8.237258,9.41429,10.062501,8.712852,9.125195,0.324567,9.090362,8.946352,0.288372,9.015505,1.599026,0,9.509595,9.841574,0.199894,9.917653,0.93482,0,8.926822,1.597222,0.774284,7.411168,0.651515,3.653846,1.342685,5.789474,0.526316,4.744526,2.307692,1.666667,1.37931,7.578125,0.813008,3.829787,6.769231,2.222222,6.166667,4.8,0.632184,8.944954,0.769231,4.155844,9.008621,2.592593,0,4.103343,0,9.559972,6.892086
947,Aristotle,9.08429,0.312677,4.100349,0.480818,6.572741,8.863789,9.927648,7.828259,9.360759,10.072869,8.750126,9.08429,0.312677,9.002527,8.818547,0.530233,8.846907,1.793831,0,9.431414,9.795628,0.371133,9.827137,1.058942,0,8.939826,1.736111,0.705343,7.461929,0.757576,4.086538,1.402806,4.210526,0,4.452555,1.538462,1.666667,2.758621,7.578125,1.138211,2.340426,6.153846,2.777778,4.333333,4.666667,0.517241,7.798165,4.615385,5.194805,8.965517,2.962963,0,4.042553,0,9.488999,6.633094
948,Aristotle,9.046122,1.593399,4.12594,0.4428,6.635978,8.874202,9.936902,6.079086,9.376062,10.063516,8.791277,9.046122,1.593399,9.022982,8.842324,0.539535,8.869487,1.712662,0,9.509595,9.799778,0.376788,9.829889,1.008733,0,8.993508,1.736111,0.70695,7.461929,0.69697,4.038462,1.442886,2.105263,0,4.379562,1.538462,1.666667,3.793103,7.578125,1.219512,3.191489,6.769231,2.222222,6.5,4.333333,0.517241,7.93578,5.384615,5.454545,9.008621,2.222222,0,3.768997,0,9.552874,6.719424
949,Aristotle,9.103344,0.96469,4.249627,0.359342,6.834916,8.916852,9.936902,5.201902,9.421128,10.063516,8.973235,9.103344,0.96469,9.075923,8.915143,0.613953,8.931206,1.623377,0,9.552239,9.822849,0.426257,9.840548,0.950566,0,8.981108,1.944444,0.634667,7.13198,0.757576,4.615385,1.783567,1.052632,0,5.255474,0,0,5.689655,7.65625,1.300813,4.255319,5.230769,2.222222,7.166667,4.333333,0.344828,6.697248,4.615385,7.012987,8.362069,0.740741,0,3.829787,0,9.552874,6.920863
950,Aristotle,9.004913,0.287909,4.583421,0.323816,7.330595,9.023884,9.921455,6.565748,9.526895,10.079177,9.08875,9.004913,0.287909,8.918301,8.730866,0.4,8.779166,1.680195,0,9.452736,9.789835,0.282622,9.843989,1.001226,0,9.044669,2.013889,0.601941,7.030457,0.742424,5.144231,1.883768,1.052632,1.578947,5.985401,0,0,4.827586,8.125,1.138211,5.106383,4.923077,1.666667,7,5.133333,0.229885,5.688073,0.769231,6.103896,7.887931,0.37037,0,4.3769,0,9.446416,7.381295
951,Aristotle,8.971509,3.013458,4.635817,0.298729,7.321888,9.035546,9.886824,7.987913,9.522798,10.114488,9.137353,8.971509,3.013458,8.716159,8.478229,0.381395,8.526268,1.964286,0,9.218195,9.727018,0.275726,9.782135,1.197663,0,9.024809,2.013889,0.588409,7.360406,0.954545,5.144231,1.863727,1.578947,2.105263,6.277372,0,0,4.310345,8.046875,0.894309,3.829787,4.153846,1.666667,4,5.733333,0.45977,5.366972,0.769231,5.584416,6.637931,0.37037,0,4.863222,0,9.212207,7.280576
952,Aristotle,8.960827,0.277,4.683575,0.317196,7.403007,9.050713,9.888948,8.928083,9.539788,10.112313,9.128827,8.960827,0.277,8.718566,8.463368,0.427907,8.503688,2.045455,0,9.232409,9.707293,0.309266,9.753547,1.246807,0,9.036201,1.944444,0.609676,7.614213,1.045455,4.663462,1.783567,2.105263,2.631579,5.547445,0,0,4.310345,8.046875,0.894309,3.829787,4.307692,1.111111,3.333333,6.4,0.344828,5.825688,0.769231,4.675325,6.853448,0,0,4.772036,0,9.226402,7.366906
953,Aristotle,8.789323,0.437524,4.382674,0.356764,6.919424,8.953906,9.885762,8.455809,9.436251,10.115576,8.97201,8.789323,0.437524,8.572976,8.282063,0.455814,8.31552,2.069805,0,9.218195,9.660656,0.33503,9.699688,1.283077,0,9.175521,1.875,0.621837,8.19797,1.045455,3.75,1.583166,3.157895,1.052632,4.525547,0,0,3.965517,6.171875,0.97561,2.765957,3.846154,1.111111,2.333333,6.533333,0.517241,7.431193,1.538462,3.766234,7.5,0,0,4.620061,0,9.20511,6.877698
954,Aristotle,8.682441,1.494064,4.328435,0.382683,6.883661,8.938802,9.905815,9.442702,9.429744,10.095129,8.92094,8.682441,1.494064,8.588617,8.296924,0.446512,8.332079,1.939935,0,9.353234,9.660372,0.327595,9.701302,1.20038,0,9.292965,1.944444,0.600473,7.817259,0.939394,3.942308,1.563126,3.157895,1.052632,5.109489,2.307692,1.666667,5.344828,6.71875,1.300813,2.12766,4.461538,1.666667,2.166667,7.066667,0.632184,6.972477,1.538462,2.597403,8.189655,0,0,4.43769,0,9.339957,6.892086
955,Aristotle,8.679096,1.12854,4.188575,0.385475,6.635874,8.889618,9.895292,8.995929,9.372959,10.10586,8.896958,8.679096,1.12854,8.539285,8.240452,0.381395,8.285413,1.980519,0,9.296375,9.650046,0.281437,9.702703,1.23257,0,9.28984,2.083333,0.55721,8.274112,0.954545,3.990385,1.202405,1.578947,0.526316,5.182482,3.846154,1.666667,4.310345,6.171875,1.463415,1.276596,5.538462,2.222222,1,7.333333,1.206897,6.513761,1.538462,2.337662,8.232759,0.37037,0,4.559271,0,9.268985,6.618705
956,Aristotle,8.655178,0.475849,4.080549,0.384166,6.514039,8.855019,9.916256,8.460236,9.346209,10.08447,8.901657,8.655178,0.475849,8.619901,8.316243,0.734884,8.304983,1.956169,0.014749,9.424307,9.647724,0.537212,9.634656,1.20603,0.013419,9.32961,2.361111,0.496246,7.309645,1.242424,5.192308,1.062124,1.578947,0.526316,4.890511,5.384615,1.666667,4.655172,7.421875,1.626016,1.489362,6.769231,1.666667,2.833333,7,1.264368,6.422018,1.538462,3.636364,7.758621,0.37037,0,4.072948,0,9.41093,6.546763
957,Aristotle,8.707393,0.456824,4.245204,0.45028,6.809997,8.914272,9.929717,7.851836,9.415043,10.070767,8.900516,8.707393,0.456824,8.726988,8.445534,0.846512,8.417883,1.858766,0.044248,9.509595,9.67749,0.611216,9.645803,1.131916,0.039764,9.29851,2.291667,0.517875,7.13198,1.454545,4.423077,1.102204,1.052632,0,3.50365,3.076923,0,2.586207,6.484375,1.300813,3.191489,7.692308,2.777778,4.833333,6.066667,1.436782,7.798165,1.538462,4.675325,8.318966,0.740741,0,3.617021,0,9.503194,6.877698
958,Aristotle,8.59447,0.799891,4.004952,0.580432,6.460499,8.832518,9.945081,7.069925,9.335816,10.05525,8.641961,8.59447,0.799891,8.70894,8.392034,0.893023,8.356164,1.891234,0.103245,9.60199,9.636114,0.646136,9.594934,1.154075,0.092974,9.408343,2.638889,0.448612,6.497462,1.666667,3.942308,1.322645,1.052632,1.052632,3.284672,1.538462,0,2.241379,6.09375,1.138211,2.765957,7.384615,3.333333,6.5,5.8,1.436782,8.853211,3.076923,5.454545,7.801724,0.740741,0,3.282675,0,9.609652,6.561151
959,Aristotle,8.688136,0.45957,3.955208,0.742624,6.392049,8.815302,9.950156,7.345398,9.31997,10.050102,8.479975,8.688136,0.45957,8.805198,8.513895,0.632558,8.521752,1.875,0.088496,9.609097,9.669166,0.452678,9.678094,1.131661,0.078821,9.312371,2.569444,0.465657,7.385787,1.560606,2.211538,1.342685,1.578947,1.052632,3.649635,1.538462,1.666667,1.551724,5.078125,1.138211,3.404255,6.923077,4.444444,7.333333,5.2,1.206897,9.724771,3.076923,5.324675,7.586207,2.222222,0,3.25228,0,9.645138,6.503597
960,Aristotle,8.561876,1.435106,3.796963,0.799589,6.122731,8.755425,9.94406,8.687928,9.253847,10.056265,8.371961,8.561876,1.435106,8.666827,8.357854,0.55814,8.375734,1.899351,0.058997,9.530917,9.6435,0.405798,9.664132,1.164662,0.053386,9.384048,2.5,0.470974,7.51269,1.227273,1.971154,1.342685,2.105263,1.052632,5.255474,2.307692,1.666667,2.241379,5,1.138211,3.404255,5.538462,2.777778,7.333333,4.733333,0.862069,9.862385,3.076923,5.454545,7.543103,4.074074,0,3.495441,0,9.602555,6.215827
961,Aristotle,8.568544,0.146745,3.908211,0.729691,6.29748,8.796754,9.942019,7.802852,9.296594,10.058296,8.504008,8.568544,0.146745,8.658405,8.392034,0.595349,8.404335,1.728896,0,9.49538,9.692361,0.433273,9.706569,1.061172,0,9.35819,1.805556,0.652118,7.690355,0.893939,2.548077,1.222445,3.157895,0.526316,6.058394,3.846154,1.666667,2.758621,5.3125,1.219512,4.468085,5.230769,1.666667,6.666667,4,0.517241,9.862385,3.076923,4.155844,8.534483,5.185185,0,3.495441,0,9.588361,6.388489
962,Aristotle,8.639205,1.12563,3.851808,0.554374,6.188158,8.77443,9.933827,5.420163,9.269241,10.066634,8.579815,8.639205,1.12563,8.672843,8.432159,0.576744,8.44799,1.680195,0,9.431414,9.722485,0.419034,9.740736,1.029562,0,9.279658,1.388889,0.849882,7.081218,0.712121,3.557692,1.482966,1.578947,1.052632,6.642336,2.307692,0,2.931034,5.78125,1.056911,4.255319,5.384615,1.111111,6,4.2,0.574713,8.715596,3.076923,4.415584,9.137931,5.555556,0,3.799392,0,9.531583,6.258993
963,Aristotle,8.890673,0.250021,3.884332,0.504193,6.242741,8.786747,9.934861,7.014878,9.282736,10.065619,8.680864,8.890673,0.250021,8.884611,8.693714,0.465116,8.730995,1.631494,0,9.474058,9.785129,0.329876,9.827099,0.97589,0,9.099409,1.388889,0.870686,7.106599,0.772727,3.798077,1.442886,2.631579,1.052632,6.20438,2.307692,0,2.931034,6.484375,0.894309,5.319149,6.615385,2.222222,6.833333,4.2,0.402299,8.394495,3.846154,3.766234,8.663793,3.703704,0,3.768997,0,9.53868,6.316547
964,Aristotle,8.913922,1.682416,3.819878,0.539753,6.148276,8.763258,9.938957,6.556461,9.259781,10.061413,8.617996,8.913922,1.682416,8.927927,8.736811,0.418605,8.782177,1.631494,0,9.52381,9.785932,0.295448,9.836745,0.971155,0,9.102837,1.527778,0.795078,6.827411,0.787879,3.846154,1.482966,2.631579,1.578947,5.328467,2.307692,1.666667,3.965517,7.65625,0.731707,5.106383,7.384615,3.333333,7.333333,3.733333,0.287356,8.899083,3.846154,4.545455,8.232759,2.592593,0,3.768997,0,9.567069,6.230216
965,Aristotle,8.796661,3.016164,3.89029,0.507937,6.254627,8.789119,9.935882,6.998951,9.285719,10.064531,8.708488,8.796661,3.016164,8.819637,8.611978,0.297674,8.675297,1.599026,0,9.509595,9.764553,0.212676,9.836345,0.963518,0,9.200875,1.597222,0.751156,6.928934,0.727273,4.423077,1.262525,6.842105,1.578947,4.890511,5.384615,1.666667,5.517241,9.21875,0.487805,5.106383,6.769231,4.444444,5.5,3.6,0.172414,8.623853,4.615385,4.415584,8.017241,2.222222,0,3.920973,0,9.545777,6.330935
966,Aristotle,8.638962,1.778044,3.880884,0.458699,6.218603,8.784126,9.926627,5.407701,9.276169,10.073957,8.700097,8.638962,1.778044,8.647576,8.411354,0.27907,8.475087,1.607143,0,9.445629,9.726833,0.203351,9.800538,0.987675,0,9.320789,1.458333,0.806823,6.725888,0.590909,5.576923,1.422846,5.789474,2.105263,4.890511,6.923077,1.666667,6.551724,9.765625,0.731707,4.042553,4.923077,2.777778,5,3.6,0.172414,7.752294,3.076923,4.935065,7.974138,2.222222,0,4.133739,0,9.481902,6.273381
967,Aristotle,8.560599,0.798906,4.159011,0.380254,6.62675,8.881775,9.911042,6.249038,9.372025,10.089763,8.914244,8.560599,0.798906,8.505595,8.215188,0.269767,8.277886,1.801948,0.117994,9.317697,9.658569,0.199854,9.732279,1.125879,0.108796,9.348058,1.875,0.617371,7.233503,0.893939,5,1.583166,4.736842,1.052632,5.40146,5.384615,0,5.172414,8.359375,1.382114,3.404255,3.692308,2.777778,3.666667,4.6,1.206897,6.880734,1.538462,4.935065,7.37069,3.333333,0,4.072948,0,9.375444,6.647482
968,Aristotle,8.605659,0.4984,4.10828,0.397164,6.471186,8.859076,9.879362,7.120544,9.333345,10.122102,8.834795,8.605659,0.4984,8.390085,8.060633,0.316279,8.113804,2.086039,0.132743,9.118692,9.607324,0.237537,9.670713,1.321326,0.124081,9.274315,2.013889,0.566887,8.705584,0.984848,3.701923,1.543086,2.105263,0.526316,4.379562,2.307692,0,3.275862,6.71875,1.544715,2.765957,2.923077,1.111111,3.166667,5.266667,1.954023,7.798165,0,3.896104,6.508621,2.592593,0,4.407295,0,9.162527,6.417266
969,Aristotle,8.441331,1.87028,3.939475,0.395011,6.214902,8.798835,9.883638,8.075679,9.271831,10.117751,8.788306,8.441331,1.87028,8.279389,7.906078,0.586047,7.913593,2.183442,0.132743,9.118692,9.549101,0.446027,9.55819,1.401516,0.12574,9.398312,2.083333,0.54074,8.680203,1.151515,3.221154,1.623246,3.684211,0,3.941606,0,0,3.448276,6.5625,1.707317,2.12766,4,1.111111,2.666667,5.133333,1.954023,7.889908,0.769231,3.896104,6.551724,4.074074,0,4.103343,0,9.190916,6.172662
970,Aristotle,8.53516,0.797073,4.098125,0.37887,6.477651,8.856975,9.888948,7.303584,9.335575,10.112313,8.850453,8.53516,0.797073,8.382866,8.063605,0.511628,8.085202,2.012987,0.014749,9.182658,9.619144,0.384582,9.644915,1.276154,0.013799,9.347454,1.597222,0.71405,8.020305,0.818182,4.903846,1.442886,6.315789,1.052632,4.087591,0,0,5,7.65625,0.97561,5.744681,4.769231,0,3.333333,4.266667,0.91954,7.431193,1.538462,3.896104,6.896552,2.962963,0,4.43769,0,9.226402,6.446043
971,Aristotle,8.534836,0.136611,3.907712,0.465747,6.26865,8.79458,9.929717,6.780208,9.288641,10.070767,8.690984,8.534836,0.136611,8.580195,8.319215,0.465116,8.351648,1.63961,0,9.459844,9.695832,0.34158,9.733643,1.015541,0,9.408141,1.319444,0.885156,6.80203,0.666667,5.528846,1.422846,6.315789,1.578947,5.620438,0.769231,0,6.551724,8.203125,0.894309,6.808511,7.230769,0.555556,5.333333,3.8,0.402299,7.110092,3.846154,4.545455,7.672414,2.962963,0,3.799392,0,9.503194,6.330935
972,Aristotle,8.527822,0.513715,3.97873,0.535565,6.389703,8.821096,9.932806,8.358948,9.318072,10.067649,8.645905,8.527822,0.513715,8.592227,8.316243,0.353488,8.366702,1.655844,0.073746,9.49538,9.678799,0.259237,9.737521,1.02416,0.067312,9.430269,1.666667,0.701537,6.446701,0.742424,5.625,1.362725,4.210526,2.105263,5.474453,0.769231,0,6.551724,7.890625,0.325203,7.446809,6.769231,2.777778,4.166667,4.4,1.034483,7.981651,3.076923,4.935065,7.586207,2.222222,0,3.495441,0,9.524485,6.460432
973,Aristotle,8.489492,0.525576,3.937418,0.568181,6.328082,8.806346,9.934861,7.352808,9.303432,10.065619,8.618264,8.489492,0.525576,8.569366,8.277604,0.372093,8.324552,1.688312,0.103245,9.502488,9.659532,0.273609,9.714313,1.047029,0.094489,9.462478,1.666667,0.699863,6.395939,0.727273,4.663462,1.503006,3.157895,1.578947,4.890511,0.769231,0,6.034483,7.5,0.487805,4.255319,7.692308,3.333333,4.5,4.4,1.666667,8.853211,2.307692,5.194805,8.017241,2.592593,0,3.343465,0,9.53868,6.402878
974,Aristotle,8.41873,1.847906,3.851297,0.495916,6.173508,8.773234,9.927648,9.001222,9.265144,10.072869,8.707716,8.41873,1.847906,8.479124,8.142369,0.493023,8.167996,1.858766,0.117994,9.459844,9.602841,0.36639,9.633067,1.165006,0.109136,9.520293,1.875,0.615357,5.685279,0.80303,4.855769,1.643287,3.157895,2.105263,5.985401,0,0,5.689655,7.96875,1.219512,4.042553,7.230769,4.444444,3.666667,4.2,2.011494,8.302752,1.538462,6.103896,7.715517,2.222222,0,3.586626,0,9.488999,6.230216
975,Aristotle,8.602476,1.461597,4.172913,0.429483,6.666476,8.887715,9.918338,7.227991,9.381695,10.082368,8.909813,8.602476,1.461597,8.583805,8.285035,0.381395,8.330574,1.826299,0.117994,9.424307,9.651936,0.279978,9.704993,1.130697,0.107805,9.368825,1.805556,0.647118,5.812183,0.69697,4.615385,1.523046,5.263158,3.157895,7.29927,0.769231,0,5.517241,8.671875,1.626016,3.617021,7.076923,3.333333,4.833333,3.8,2.011494,7.66055,2.307692,5.844156,7.543103,1.111111,0,4.103343,0,9.425124,6.705036
976,Aristotle,8.823782,0.23003,4.405732,0.441479,7.038443,8.966254,9.918338,7.139406,9.464598,10.082368,9.008445,8.823782,0.23003,8.758272,8.478229,0.530233,8.502183,1.923701,0.162242,9.424307,9.680257,0.381484,9.707607,1.167276,0.14528,9.182225,2.430556,0.489969,6.243655,0.969697,4.230769,1.543086,5.263158,3.157895,8.175182,0.769231,0,4.482759,8.203125,1.544715,3.404255,6.153846,5,4.666667,4.333333,1.781609,7.568807,3.076923,5.454545,6.681034,0.740741,0,4.103343,0.169492,9.425124,7.079137
977,Aristotle,8.833167,0.886392,4.281807,0.468217,6.825011,8.924051,9.912091,6.671751,9.417122,10.088676,8.879856,8.833167,0.886392,8.733004,8.475256,0.4,8.520247,1.834416,0.147493,9.374556,9.70486,0.288618,9.756375,1.116321,0.132454,9.160198,2.291667,0.518232,6.42132,0.924242,3.653846,1.963928,3.684211,2.105263,8.248175,0.769231,0,4.655172,7.421875,1.056911,3.829787,5.538462,3.888889,6.666667,5.933333,1.321839,7.385321,2.307692,4.805195,5.862069,0.740741,0,4.164134,0.169492,9.382541,6.848921
978,Aristotle,8.81608,0.877906,4.127759,0.442015,6.601831,8.872464,9.921455,6.561514,9.367025,10.079177,8.831052,8.81608,0.877906,8.763085,8.528756,0.381395,8.57745,1.737013,0.073746,9.4172,9.732588,0.27425,9.788165,1.053417,0.066,9.170279,2.083333,0.571868,6.42132,0.833333,3.846154,2.024048,5.263158,1.578947,7.29927,2.307692,0,4.655172,7.421875,0.731707,3.617021,7.230769,2.777778,7,6.333333,0.689655,7.201835,3.846154,4.545455,6.206897,1.851852,0,4.194529,0.169492,9.446416,6.647482
979,Aristotle,8.635192,2.430453,3.842128,0.410671,6.151925,8.769281,9.924558,7.703297,9.25954,10.07606,8.740425,8.635192,2.430453,8.636746,8.402437,0.223256,8.475087,1.582792,0,9.445629,9.72871,0.162885,9.812824,0.973929,0,9.332483,1.527778,0.769073,6.142132,0.575758,4.423077,2.064128,4.210526,1.052632,8.540146,3.076923,0,5.862069,8.75,0.731707,3.829787,6.769231,1.666667,6.5,5.733333,0.287356,6.605505,3.846154,4.155844,6.810345,1.851852,0,4.194529,0,9.467708,6.201439
980,Aristotle,8.656171,0.82658,4.199242,0.395365,6.716158,8.897285,9.921455,6.245044,9.393233,10.079177,8.89872,8.656171,0.82658,8.640356,8.365285,0.390698,8.410357,1.761364,0.117994,9.431414,9.68164,0.284929,9.733805,1.083356,0.1071,9.314539,2.222222,0.528813,6.243655,0.939394,4.711538,1.843687,4.210526,1.578947,6.715328,3.076923,0,6.896552,9.140625,0.813008,3.829787,6.769231,2.777778,4,4.4,1.149425,7.06422,3.076923,3.766234,7.413793,1.851852,0,3.890578,0,9.446416,6.76259
981,Aristotle,8.638779,1.47493,4.343906,0.401464,6.931831,8.945355,9.915221,5.368485,9.441071,10.085558,8.926428,8.638779,1.47493,8.599447,8.29841,0.446512,8.333584,1.875,0.117994,9.410092,9.649935,0.327182,9.690843,1.158739,0.107609,9.337725,2.708333,0.431411,6.77665,1.151515,4.951923,1.843687,1.052632,1.052632,6.715328,1.538462,0,6.896552,8.359375,0.813008,4.042553,5.384615,3.888889,2.166667,3.933333,1.091954,7.110092,0.769231,2.857143,7.758621,0.740741,0,4.012158,0,9.403833,6.964029
982,Aristotle,8.690163,3.091811,4.515102,0.379869,7.161372,8.998908,9.898464,6.196253,9.489661,10.102597,9.02068,8.690163,3.091811,8.554927,8.201813,0.902326,8.161975,2.199675,0.20649,9.282161,9.587241,0.664624,9.540674,1.366458,0.189296,9.25869,3.333333,0.348454,7.106599,1.575758,3.846154,1.943888,1.052632,1.052632,4.379562,1.538462,0,5.862069,7.34375,0.894309,2.978723,4,3.333333,3.5,4.066667,1.781609,7.844037,0.769231,3.246753,7.155172,1.481481,0,4.194529,0,9.290277,7.151079
983,Aristotle,8.730095,3.059103,4.511023,0.38505,7.201253,9.000125,9.916256,6.026686,9.499361,10.08447,9.043487,8.730095,3.059103,8.666827,8.37866,0.762791,8.363691,1.956169,0.088496,9.367448,9.667498,0.554589,9.650232,1.199502,0.080079,9.223104,2.847222,0.413251,7.005076,1.287879,4.759615,1.643287,3.157895,1.052632,5.547445,2.307692,0,5,7.890625,0.731707,3.829787,4.461538,3.333333,3.5,4,0.804598,7.477064,3.076923,4.155844,7.456897,2.592593,0,4.224924,0,9.41093,7.23741
